task,priority,base_cost,base_points,source,source_kind,source_member,sha256,bytes,valid,candidate_cost,candidate_points,delta_cost,delta_points,beats_current,reason
task157,P1_16_16p7,6847,16.168434,work/final-v125-v122-mechanical-highcost/task157.onnx,file,,6af183317f5473e6090b8872587a8a5ca7b896907faca2bf4aaff60ff3559ee4,175629,False,,,,,False,NotImplemented: [ONNXRuntimeError] : 9 : NOT_IMPLEMENTED : Could not find an implementation for Equal(11) node with name 'output'
task157,P1_16_16p7,6847,16.168434,work/artifacts/6254-relaxed-downgrade/task157.onnx,file,,53a2ca7e19792b2aaf0cef5cac3ba505a166c2dff876149e22585c22c7ac5402,158000,False,,,,,False,TimeoutExpired: worker exceeded 8s
task157,P1_16_16p7,6847,16.168434,work/more_public_sources_flat/biohack44_surgical_onnx_new_version_with_best_public/task157__0.onnx,file,,de5bc7ee80c1e75480b1d1450b170c926aa76282d4bdb6a396bb6bf62fba743f,182274,False,,,,,False,TimeoutExpired: worker exceeded 8s
task157,P1_16_16p7,6847,16.168434,work/user_6300_zip1/task157.onnx,file,,48d89f22feacbd2ad1a72e59d63eeb2e96e22859ca8090896909016fb9aaa9ab,203910,False,,,,,False,TimeoutExpired: worker exceeded 8s
task157,P1_16_16p7,6847,16.168434,work/default-attr-strip-v26-candidates/task157.onnx,file,,47449737c99f98b940f84bb5c99cb0e68d9b4fa6b63820dd6790a20164d2c2d1,204108,False,,,,,False,TimeoutExpired: worker exceeded 8s
task157,P1_16_16p7,6847,16.168434,work/after7113_extract/kokinnwakashuu_neurogolf_6503_44_task149_cost136/task157.onnx,file,,5a3af87ba37e4fcaed34f03f021951a1b80b254c6a3de13950c478f5b32f02c2,225860,False,,,,,False,JSONDecodeError: Expecting ':' delimiter: line 361646 column 215 (char 131416071)
task157,P1_16_16p7,6847,16.168434,work/after7113_extract/zoli800_neurogolf_6446_65_submit/task157.onnx,file,,45c593594f7923be3de9b1a7a6c09bdc6cde91c4d6c5be084619f776419104ad,225969,False,,,,,False,"JSONDecodeError: Expecting ',' delimiter: line 382565 column 760 (char 139022337)"
task157,P1_16_16p7,6847,16.168434,work/vyank-rewrite-candidates-v23/cast/task157.onnx,file,,f91c7925f21306992b34242525389680e2ae0d7debd370036f58dd1b974e0376,207786,False,,,,,False,TimeoutExpired: worker exceeded 8s
task157,P1_16_16p7,6847,16.168434,work/final-v38-bool-cast-mul-fuse/task157.onnx,file,,a812e0b6ce3ddb50623ba9a6dbcac0fa4320c65b34781c1b5ea743bc5c8f253f,207813,False,,,,,False,TimeoutExpired: worker exceeded 8s
task157,P1_16_16p7,6847,16.168434,work/public-kernel-outputs/nadeem_6151/submission.zip::task157.onnx,zip,task157.onnx,3bc1c470fcf83af4b923ce94380c5256685383a573b947ef6ad357a8d5129ba3,828976,True,3925071,9.817105001792987,3918224,-6.3513289982070145,False,
task157,P1_16_16p7,6847,16.168434,work/new_public_kernel_outputs/vyank_6322/submission.zip::task157.onnx,zip,task157.onnx,1b128412d5722a51bed307391a4e6d17f9bf663822a2b80e817b7a8f0465b14f,267547,False,,,,,False,TimeoutExpired: worker exceeded 8s
task157,P1_16_16p7,6847,16.168434,work/public-datasets/massi_6208/task157.onnx,file,,88c618ee2ff392b93479695abaf12ade89d2addb28d7504fc69740836baff4f1,327441,True,2460871,10.28397408971704,2454024,-5.884459910282962,False,
task157,P1_16_16p7,6847,16.168434,work/candidate_sources/kojimar_6272_audited/submission.zip::task157.onnx,zip,task157.onnx,bebc598c0846d1daa6940fcd47c8470f393323b28894fde4c852a4ce5041e600,267944,False,,,,,False,TimeoutExpired: worker exceeded 8s
task157,P1_16_16p7,6847,16.168434,work/public-kernel-outputs/nadeem_6130/submission.zip::task157.onnx,zip,task157.onnx,20c573a5e20d58d39e9c07522e7c0ad806feaee309d6d5e8ba72edfa4fdb6780,836161,False,,,,,False,"JSONDecodeError: Expecting ',' delimiter: line 32912 column 173 (char 12058727)"
task157,P1_16_16p7,6847,16.168434,work/after7113_extract/mirzayasirabdullah07_top_score_neurogolf_championship_notebook/task157.onnx,file,,57d3ee8bf81ce7d8c5d1f382d7e1e46e9e587086b75c2017436ebf983c8a3049,836955,False,,,,,False,"JSONDecodeError: Expecting ',' delimiter: line 32912 column 173 (char 12058727)"
task157,P1_16_16p7,6847,16.168434,work/candidate_sources/haoran_6100_h_fp16_surgery/task157.onnx,file,,80811d840aede8bc348d9b1c217ee772110abd819457373cfb33a330729ecaa7,850945,False,,,,,False,FileNotFoundError: [Errno 2] No such file or directory: '/var/folders/tg/xfgjm71j7lg0z169dw9zz4t40000gn/T/ng_157_2026-07-09_20-59-25.json'
task089,P1_16_16p7,6739,16.184333,work/public-kernel-outputs/latest_lucifer_1101/submission.zip::task089.onnx,zip,task089.onnx,6e9ffeb3fde4c61762c188ed5f4b9eeaec83149c3feb56367504c24f6ba4847f,2990,False,,,,,False,NotImplemented: [ONNXRuntimeError] : 9 : NOT_IMPLEMENTED : Could not find an implementation for Equal(13) node with name 'safe_name_25'
task157,P1_16_16p7,6847,16.168434,work/public-kernel-outputs/biohack_6115/submission.zip::task157.onnx,zip,task157.onnx,34ef777a1dc35565da267a07ea3d84dee3d40dff63cc4bc435b4acc237f52e35,829625,True,3959264,9.808431292629043,3952417,-6.360002707370958,False,
task089,P1_16_16p7,6739,16.184333,work/artifacts/6254-relaxed-downgrade/task089.onnx,file,,bbca93bc904ef5d486364ab2458ff4e4ec72a66394d8459ebead6e8b8cb77b49,16825,True,49950,14.1812222159233,43211,-2.003110784076698,False,
task089,P1_16_16p7,6739,16.184333,work/onnxsim-optimizations/task089.onnx,file,,670b637f02754f636645678b97f7b57a336ce45e9b2d8e43a4c79fe50feb80e2,17737,True,49703,14.186179427563964,42964,-1.9981535724360349,False,
task089,P1_16_16p7,6739,16.184333,work/hf-neurogolf/submission/task089.onnx,file,,8a186d13a61e376607d85c57b552817c006d2b107931f9c887501884f0b79b6c,48906,False,33743,14.573471732618623,,,False,
task157,P1_16_16p7,6847,16.168434,work/more_public_sources_flat/rajathrpai_neurogolf_2026_6276_41_hybrid_submission/task157__0.onnx,file,,8de07e25cad3bdc5d73b8f953328c5e49784eb81e63eef116156e8d761d82fb5,857911,True,7708481,9.142168290732078,7701634,-7.026265709267923,False,
task089,P1_16_16p7,6739,16.184333,work/candidate_sources/beicicc_6645_repaired_current/task089.onnx,file,,a6d0f7445b653889b0c93d8e79070a6de3403b2b75d3d20165b97e9461a2a80d,64882,False,,,,,False,ValueError: official scorer rejected model
task089,P1_16_16p7,6739,16.184333,work/neurogolf2026-6254.zip::submission/task089.onnx,zip,submission/task089.onnx,0a479a40d999937f174a12134d5f78bb97ea8a6c108f09e8f44398fe6cbbcd40,17792,True,50042,14.179382068192274,43303,-2.004950931807725,False,
task157,P1_16_16p7,6847,16.168434,work/candidate_sources/haoran_6100_h_fp16_surgery_v2/task157.onnx,file,,d907e3c338dc5ae97bb9a4e0146b4e82406b67accf43b7c4522937a66a1b0b36,851186,True,3963271,9.807419747626927,3956424,-6.361014252373074,False,
task089,P1_16_16p7,6739,16.184333,work/comprehensive-blend/task089.onnx,file,,62a89c9364f5aba05984243d4a417b3b62ca03c79e3c153184c3c7d697437e55,80249,False,,,,,False,ValueError: official scorer rejected model
task089,P1_16_16p7,6739,16.184333,work/datasets/afr5501/task089.onnx,file,,c9122c27ee076140e696a2ba698df1271709f271ff94fe78987927d38418f07e,110495,False,,,,,False,FileNotFoundError: [Errno 2] No such file or directory: '/var/folders/tg/xfgjm71j7lg0z169dw9zz4t40000gn/T/ng_089_2026-07-09_20-59-31.json'
task089,P1_16_16p7,6739,16.184333,work/beicicc-6233.zip::submission/task089.onnx,zip,submission/task089.onnx,a9eedff92ab27402e91d6350dabfa57684e06e7245c9b0952cdf354d90e1f62d,111046,False,,,,,False,ValueError: official scorer rejected model
task182,P1_16_16p7,6095,16.284776,work/public-kernel-outputs/latest_lucifer_1101/submission.zip::task182.onnx,zip,task182.onnx,005c708841ec4d116a9e03981e61bc9824e4b08fd7bfe7363bdd4938bbbd73ab,1580,False,,,,,False,NotImplemented: [ONNXRuntimeError] : 9 : NOT_IMPLEMENTED : Could not find an implementation for Greater(13) node with name 'safe_name_31'
task089,P1_16_16p7,6739,16.184333,work/datasets/google_neurogolf_public/task089.onnx,file,,253ce5a45227177964d4b9c4ca2a8f23547f227556ebe45435d7f9039758e7f6,73004,False,,,,,False,JSONDecodeError: Expecting ':' delimiter: line 525629 column 129 (char 191434753)
task182,P1_16_16p7,6095,16.284776,work/user_6300_zip1/task182.onnx,file,,42774d36b7516027374222dd03588085e031c87d23dabee8e902c7af0eefde4c,16365,True,47587,14.229685106325308,41492,-2.055090893674693,False,
task182,P1_16_16p7,6095,16.284776,work/user_6300_zip2/task182.onnx,file,,a7e17f32f7c409474a6eb9e2ec3a052b27a9f38123e8cdbb69083cd8312f93eb,16397,True,47587,14.229685106325308,41492,-2.055090893674693,False,
task182,P1_16_16p7,6095,16.284776,work/more_public_sources_flat/wguesdon_6315_04_lb_neurogolf_audited_base_grafts/task182__0.onnx,file,,ac66100a38fea7434d77281bd097aeef12f2aec315a35796a7e7566e7d2a3ade,19158,True,47619,14.22901287975965,41524,-2.0557631202403517,False,
task089,P1_16_16p7,6739,16.184333,work/public-datasets/afr1ste_6323/task089.onnx,file,,29258171e36b52ceebc09bccccd7d32ff09a1ea8d3161cd0dbc38e7ef5b0132f,155745,False,,,,,False,ValueError: official scorer rejected model
task182,P1_16_16p7,6095,16.284776,work/candidate_sources/haoran_6100_h_fp16_surgery/task182.onnx,file,,aea9548f5c0d7be1a23c929f5b26bdf0c7e5ddb25acd63d6fc48a33220d41b07,44481,False,,,,,False,Fail: [ONNXRuntimeError] : 1 : FAIL : Type Error: Type (tensor(float)) of output arg (InsertedPrecisionFreeCast_safe_name_141) of node (safe_name_141) does not match expected type (tensor(float16)).
task089,P1_16_16p7,6739,16.184333,work/final-v51-open-artifact/task089.onnx,file,,34c5b299a79b05bb058d83436078c2378b317bb6697d4b218e78fcc88da2c8ef,153907,False,,,,,False,JSONDecodeError: Expecting ':' delimiter: line 154944 column 539 (char 56823809)
task182,P1_16_16p7,6095,16.284776,work/candidate_sources/haoran_6100_h_fp16_surgery_v2/task182.onnx,file,,ee99f38ec3c985aad38c9c9ce6a6f3dece1d9aaf3622075ab5787ab5d8abd11e,44999,False,,,,,False,Fail: [ONNXRuntimeError] : 1 : FAIL : Type Error: Type (tensor(float)) of output arg (InsertedPrecisionFreeCast_safe_name_145) of node (safe_name_145) does not match expected type (tensor(float16)).
task182,P1_16_16p7,6095,16.284776,work/public-datasets/massi_6208/task182.onnx,file,,b8c2312076501eb99bd7fa1160482f67da919ddaaf6817dc9a7374d7b94a44b8,30831,True,205792,12.76537877106541,199697,-3.51939722893459,False,
task182,P1_16_16p7,6095,16.284776,work/beicicc-6233.zip::submission/task182.onnx,zip,submission/task182.onnx,6430177a485077df26f7228bf5abd08b125a6519df50586120155badb197e82c,57608,False,,,,,False,ValueError: official scorer rejected model
task182,P1_16_16p7,6095,16.284776,work/hf-neurogolf/submission/task182.onnx,file,,8f7d3a4f72b72b19d5f03568764bf6d82e94164ed8820314b78350179af1cf5a,90506,False,73711,13.792092679228459,,,False,
task182,P1_16_16p7,6095,16.284776,work/datasets/google_neurogolf_public/task182.onnx,file,,866e24aaba6bb5e36eb692bacfacab94d31043711646a8001f9d87a97c6c46ca,462321,True,209249,12.748719790632219,203154,-3.536056209367782,False,
task182,P1_16_16p7,6095,16.284776,work/kaggle-downloaded-datasets/kojimar_neurogolf-5800-55-minimal-onnx-blend-assets/base_submission/task182.onnx,file,,31e954dcf0d0caba69408eb17e9be89b49d1d5290e98b9bda53301efa2d3e283,462403,True,197258,12.807732204446385,191163,-3.477043795553616,False,
task182,P1_16_16p7,6095,16.284776,work/beicicc-6645-dataset-v11-output/submission.zip::task182.onnx,zip,task182.onnx,eb5d5a5661791cd2ae5c0c24fc10e9dd064337e0b9cf895f1552593ba70a1f34,462531,False,,,,,False,ValueError: official scorer rejected model
task182,P1_16_16p7,6095,16.284776,work/datasets/afr5501/task182.onnx,file,,ff7714f8ca7e9ce19b7320aa01ee3b3db47fe38eef18d9bd5042f657f152d339,77908,False,,,,,False,ValueError: official scorer rejected model
task029,P1_16_16p7,5288,16.426805,work/public-kernel-outputs/latest_lucifer_1101/submission.zip::task029.onnx,zip,task029.onnx,ed134939e0cf1fb67ff6c06d2d193ef37880c278f78dec77644e7ed18da0ccd2,2066,False,,,,,False,JSONDecodeError: Expecting value: line 1 column 1 (char 0)
task182,P1_16_16p7,6095,16.284776,work/more_public_sources_flat/rajathrpai_neurogolf_2026_6276_41_hybrid_submission/task182__0.onnx,file,,dcdd8e87825de820e1c2c5ded8e53bb19ca19fc6e1d104df3c6894630ad00ab4,70465,False,,,,,False,JSONDecodeError: Expecting ':' delimiter: line 390590 column 75 (char 142774279)
task182,P1_16_16p7,6095,16.284776,work/after7113_extract/mirzayasirabdullah07_top_score_neurogolf_championship_notebook/task182.onnx,file,,60cb00d6415f1155bbc14c47d411fb7490e91a2ddb2b03ae8f6c9616cbf0363b,71393,False,,,,,False,JSONDecodeError: Expecting ':' delimiter: line 390164 column 156 (char 142618626)
task251,P1_16_16p7,4920,16.498936,work/public-kernel-outputs/latest_lucifer_1101/submission.zip::task251.onnx,zip,task251.onnx,c7f12c2c14b470fc9e7e81681df0f1c90899ed1c9cc466434600836bae067bdf,1662,False,,,,,False,NotImplemented: [ONNXRuntimeError] : 9 : NOT_IMPLEMENTED : Could not find an implementation for Sub(14) node with name 'safe_name_12'
task251,P1_16_16p7,4920,16.498936,work/hf-neurogolf/submission/task251.onnx,file,,5d896da8a82854590e15324dedea0295d8749112fcfafd5280a8f17721c6b297,32795,False,90903,13.582451717078698,,,False,
task363,P1_16_16p7,4612,16.563583,work/final-v170-anas-on-v169/task363.onnx,file,,24df0930a5542b1776bd9a07f34178812d6d545e65dffb274e65c732e037f01f,2266,False,,,,,False,NotImplemented: [ONNXRuntimeError] : 9 : NOT_IMPLEMENTED : Could not find an implementation for Equal(13) node with name 'safe_name_44'
task363,P1_16_16p7,4612,16.563583,work/public-kernel-outputs/latest_biohack_best_1023/_src_A/task363.onnx,file,,beb08977e59d522d9981636bc96b162ca4f26bf63380a9cef8d11eebba8a8881,2952,False,,,,,False,NotImplemented: [ONNXRuntimeError] : 9 : NOT_IMPLEMENTED : Could not find an implementation for Equal(13) node with name 'safe_name_44'
task363,P1_16_16p7,4612,16.563583,work/final-v168-rescan-latest-on-v167/task363.onnx,file,,b6ef27e3aa02b6d21371818fcd692c21adf2727977cce7934d74e7ac09b7db3f,3082,False,,,,,False,NotImplemented: [ONNXRuntimeError] : 9 : NOT_IMPLEMENTED : Could not find an implementation for Equal(13) node with name 'safe_name_45'
task363,P1_16_16p7,4612,16.563583,work/datasets/google_neurogolf_public/task363.onnx,file,,96f558d6a0dd4a5140d6dcf92a1ff5f1251f4cb00dc75ab306f619ad09cd6b7e,27194,True,54243,14.098770769180737,49631,-2.4648122308192644,False,
task363,P1_16_16p7,4612,16.563583,work/comprehensive-blend/task363.onnx,file,,8307f5b52c7a8d8d5e59a50321629cd642d57e95abc97975938259266316027f,27494,False,,,,,False,ValueError: official scorer rejected model
task363,P1_16_16p7,4612,16.563583,work/beicicc-6233.zip::submission/task363.onnx,zip,submission/task363.onnx,182f978db088493fb4c09b1cb53f190818da34e4689a12ded49f6b4e950e82e1,27803,False,,,,,False,ValueError: official scorer rejected model
task363,P1_16_16p7,4612,16.563583,work/datasets/afr5501/task363.onnx,file,,d1badded34870b0177b4e224a576e1a3bd4975f9d8be29c51c6f08ff4f62bc0d,27811,True,54241,14.098807640977503,49629,-2.4647753590224983,False,
task363,P1_16_16p7,4612,16.563583,work/hf-neurogolf/submission/task363.onnx,file,,de2d72d05ede0317948a760cedfc805e2c91bd8c583c0195165bbb1b2ffcd877,32906,False,20911,15.0519693847132,,,False,
task029,P1_16_16p7,5288,16.426805,work/beicicc-6233.zip::submission/task029.onnx,zip,submission/task029.onnx,f72af260d16b3b953205e5f96b8ba9ae68b04398490c5e4b9080deec9830c5ef,56459,False,,,,,False,ValueError: official scorer rejected model
task029,P1_16_16p7,5288,16.426805,work/public-datasets/afr1ste_6323/task029.onnx,file,,25ab0c0893d681ca4456d7020af1bdae2dcb23cccd19946bfe1407bb7af2d570,56459,False,,,,,False,ValueError: official scorer rejected model
task359,P1_16_16p7,4342,16.62391,work/public-kernel-outputs/latest_lucifer_1101/submission.zip::task359.onnx,zip,task359.onnx,2d27bc8bba0e1c5dd0284d6a309932562e5d2b673b33f04bd695508560cf359d,874,False,,,,,False,NotImplemented: [ONNXRuntimeError] : 9 : NOT_IMPLEMENTED : Could not find an implementation for Max(13) node with name 'safe_name_23'
task359,P1_16_16p7,4342,16.62391,work/public-kernel-outputs/latest_jcoletti_merged91/submission.zip::task359.onnx,zip,task359.onnx,2be50b03bf8846a2d0eb897830f80a822cc3e9bd64da46796c0755047cbf908d,1135,False,,,,,False,NotImplemented: [ONNXRuntimeError] : 9 : NOT_IMPLEMENTED : Could not find an implementation for Max(13) node with name 'safe_name_23'
task363,P1_16_16p7,4612,16.563583,work/after7113_extract/mirzayasirabdullah07_top_score_neurogolf_championship_notebook/task363.onnx,file,,ddc52c6fc6314991dd163c7bca23994b8a9d1f05ff9f98ccffbe545c58aec827,169031,False,,,,,False,JSONDecodeError: Extra data: line 207235 column 1 (char 75720244)
task363,P1_16_16p7,4612,16.563583,work/more_public_sources_flat/rajathrpai_neurogolf_2026_6276_41_hybrid_submission/task363__0.onnx,file,,b8bb005f95baf0f7f1187a369a57d564e14b956a7cd8fefaad5c607a51213fb3,170389,False,,,,,False,JSONDecodeError: Extra data: line 207235 column 1 (char 75720244)
task359,P1_16_16p7,4342,16.62391,work/tasklib.zip::submission/task359.onnx,zip,submission/task359.onnx,672998fe0ded0713d4592fd75c24107e036fb67b7b8704edaccec73eb0717c61,22832,True,284392,12.441891152879634,280050,-4.182018847120364,False,
task358,P1_16_16p7,4027,16.699223,work/public-kernel-outputs/latest_lucifer_1101/submission.zip::task358.onnx,zip,task358.onnx,20c53d00a6fb5c4dd8950c3e8d968c0e359da85e1602c1f0a2263f9f379a2d09,2389,False,,,,,False,NotImplemented: [ONNXRuntimeError] : 9 : NOT_IMPLEMENTED : Could not find an implementation for Max(13) node with name 'safe_name_60'
task359,P1_16_16p7,4342,16.62391,work/hf-neurogolf/submission/task359.onnx,file,,fed1f29eb8e246c4d0b1a9866b3dacdaaf0d03a6b97398111d4e0ccbf269f3d5,336849,False,166913,12.97477200243075,,,False,
task358,P1_16_16p7,4027,16.699223,work/public-datasets/afr1ste_6323/task358.onnx,file,,a382f18e9e8b2d0db2b491a43060359c959b6cc854654e041ba828e7f632a416,7990,False,,,,,False,ValueError: official scorer rejected model
task358,P1_16_16p7,4027,16.699223,work/kaggle-downloaded-datasets/franksunp_neurogolf-blended-best-models/task358.onnx,file,,4d6e1801b0c7e623b85ea9ba006a8e65110a556f6d64d4a6835e2db4805b330e,8393,False,,,,,False,JSONDecodeError: Extra data: line 62545 column 1 (char 22819948)
task358,P1_16_16p7,4027,16.699223,work/after7113_extract/kokinnwakashuu_neurogolf_6503_44_task149_cost136/task358.onnx,file,,5092f8fac37b9a2a762b629768e397da3f0d72fa126494706bd9b9fc431f29c5,8547,True,41208,14.373612308754579,37181,-2.325610691245421,False,
task358,P1_16_16p7,4027,16.699223,work/final-v38-bool-cast-mul-fuse/task358.onnx,file,,d5be7832f18b0c1f7bd7dc74535c2e9bc1c62f44ae720b10302faf9b71fbed7b,10730,False,,,,,False,FileNotFoundError: [Errno 2] No such file or directory: '/var/folders/tg/xfgjm71j7lg0z169dw9zz4t40000gn/T/ng_358_2026-07-09_20-59-48.json'
task358,P1_16_16p7,4027,16.699223,work/artifacts/6254-relaxed-downgrade/task358.onnx,file,,b68b6a78485c97378bbbd497d9d7ca68a62a3003ba29f2a632abaf6021501225,10677,True,113997,13.356072588759108,109970,-3.3431504112408916,False,
task358,P1_16_16p7,4027,16.699223,work/final-biohack-superior-blend-new-official/task358.onnx,file,,0d7fb16add136afdbf237c35e2ced3c28e9f36f9e75bc94eb7fd6f0703067cda,10756,False,,,,,False,JSONDecodeError: Expecting ':' delimiter: line 123598 column 789 (char 45428739)
task358,P1_16_16p7,4027,16.699223,work/user_6300_zip1/task358.onnx,file,,dd4511f6db965e78fe4d08cafc7fc1cb557a3d0ef4590edc7d81cebe756af111,10936,True,110561,13.38667731617689,106534,-3.31254568382311,False,
task107,P2_16p7_17p5,3681,16.78906,work/public-kernel-outputs/latest_lucifer_1101/submission.zip::task107.onnx,zip,task107.onnx,7ec56ddb057a0bbd076e340c5cc54b775aa3daaa27655b36044e05d681c11ea1,3007,False,,,,,False,NotImplemented: [ONNXRuntimeError] : 9 : NOT_IMPLEMENTED : Could not find an implementation for Equal(13) node with name 'safe_name_38'
task358,P1_16_16p7,4027,16.699223,work/hf-neurogolf/submission/task358.onnx,file,,7f74a7bd576901f50aff0831eaeb3ab6aa9b1a88a186cf2572abb72be566b69b,115995,False,111703,13.376401157648937,,,False,
task107,P2_16p7_17p5,3681,16.78906,work/public-kernel-outputs/latest_anas_1211/submission.zip::task107.onnx,zip,task107.onnx,311632114eabea33337ec47858169839dd1e526276e43376a8b40f9cfd0451ab,3918,False,,,,,False,ValidationError: Your model ir_version 13 is higher than the checker's (12).
task358,P1_16_16p7,4027,16.699223,work/neurogolf2026-6254.zip::submission/task358.onnx,zip,submission/task358.onnx,50650df0548143121954ee03c9db4532be39a4a56b686e8bf4987af48b47c2cf,10944,True,114021,13.355862079061728,109994,-3.343360920938272,False,
task107,P2_16p7_17p5,3681,16.78906,work/candidate_sources/haoran_6100_h_fp16_surgery/task107.onnx,file,,d2054c1e3653428a8a89d14da8621ebdd8bca736a2fcc79702ab667e0e2e6bb0,29765,False,,,,,False,JSONDecodeError: Expecting property name enclosed in double quotes: line 21375 column 67 (char 7839744)
task107,P2_16p7_17p5,3681,16.78906,work/candidate_sources/haoran_6100_h_fp16_surgery_v2/task107.onnx,file,,356fa1aab077f4660f74ad875ffd9f04efdc0cd69624bc273be70510bf926325,29789,False,,,,,False,JSONDecodeError: Expecting property name enclosed in double quotes: line 21375 column 67 (char 7839744)
task107,P2_16p7_17p5,3681,16.78906,work/final-v95-small-safe-on-v94/task107.onnx,file,,14bf3f590261ceb5996e12d824202a2960f7a7b0915e08e91ee48ddc232d0b22,30216,False,,,,,False,JSONDecodeError: Extra data: line 65175 column 2 (char 23936001)
task107,P2_16p7_17p5,3681,16.78906,work/after7113_extract/kokinnwakashuu_neurogolf_6503_44_task149_cost136/task107.onnx,file,,37276e5b51bfc1969a1be4234a5f0195d4822bde4cc1c07e7a40a55e5bad30c6,30390,False,,,,,False,JSONDecodeError: Expecting ':' delimiter: line 54064 column 665 (char 19800067)
task107,P2_16p7_17p5,3681,16.78906,work/after7113_extract/zoli800_neurogolf_6446_65_submit/task107.onnx,file,,4802cde71a4013cd54cceaa783460aa44e0230a8eccfe96ce4dea695095bb9f0,30438,True,60961,13.982010405574545,57280,-2.807049594425454,False,
task107,P2_16p7_17p5,3681,16.78906,work/after7113_extract/seddiktrk_neurogolf_2026_index_surgery/task107.onnx,file,,5ba6a6e9f6acef0c4e34d7528f6bc504b4e402a0a44697f32d9a7827b64f8d61,30573,True,62204,13.961825414658772,58523,-2.827234585341227,False,
task107,P2_16p7_17p5,3681,16.78906,work/neurogolf2026-6254.zip::submission/task107.onnx,zip,submission/task107.onnx,486d43b947a10c096cd5abb2121faf5664c1d92f9d0196957cff677676caa5cf,31191,False,,,,,False,FileNotFoundError: [Errno 2] No such file or directory: '/var/folders/tg/xfgjm71j7lg0z169dw9zz4t40000gn/T/ng_107_2026-07-09_20-59-51.json'
task107,P2_16p7_17p5,3681,16.78906,work/datasets/google_neurogolf_public/task107.onnx,file,,327040ec77c90c8e04165536c8797f6dfa2c58567c9b9e5e1f2211a150e48467,57400,False,,,,,False,JSONDecodeError: Expecting value: line 1 column 1 (char 0)
task107,P2_16p7_17p5,3681,16.78906,work/artifacts/6254-opset9/task107.onnx,file,,7bc45bb7f9adcc30730976ad8d5a3683b78b2c8e145ff18203967ffcb6906c24,31191,True,73131,13.799992367549814,69450,-2.989067632450185,False,
task107,P2_16p7_17p5,3681,16.78906,work/comprehensive-blend/task107.onnx,file,,af7814167d95e2f9a1d6ef98a0f8fa75bd8a21055f06df9166bdf68954b010b6,57891,False,,,,,False,ValueError: official scorer rejected model
task107,P2_16p7_17p5,3681,16.78906,work/beicicc-6233.zip::submission/task107.onnx,zip,submission/task107.onnx,01780d4c2be1ab9df58042a69275c9a39dd8cd490c990975421a449cd3eadea9,58097,False,,,,,False,ValueError: official scorer rejected model
task107,P2_16p7_17p5,3681,16.78906,work/public-datasets/afr1ste_6323/task107.onnx,file,,a4446295b475ba42f72b14429d44c15e66a7cb777bb6d4585c1a816573f6932e,58097,False,,,,,False,ValueError: official scorer rejected model
task107,P2_16p7_17p5,3681,16.78906,work/datasets/afr5501/task107.onnx,file,,21e1e1d4b15626cd0a7fc600889c06f57fe6efdd17f4e7bc13e687d3a18ebf01,58321,False,,,,,False,FileNotFoundError: [Errno 2] No such file or directory: '/var/folders/tg/xfgjm71j7lg0z169dw9zz4t40000gn/T/ng_107_2026-07-09_20-59-52.json'
task363,P1_16_16p7,4612,16.563583,work/public-datasets/afr1ste_6323/task363.onnx,file,,e0a691472127d7a645871493a51409d1cfd30129fbe289a1489762cae4ff402f,306734,False,,,,,False,TimeoutExpired: worker exceeded 8s
task137,P2_16p7_17p5,3526,16.832081,work/public-kernel-outputs/latest_lucifer_1101/submission.zip::task137.onnx,zip,task137.onnx,fe02df7f1ef7fb92c736dda26f3f2029db2ffb169f7a02fa0879b6ee1c14e9ce,1532,False,,,,,False,NotImplemented: [ONNXRuntimeError] : 9 : NOT_IMPLEMENTED : Could not find an implementation for Max(13) node with name 'safe_name_38'
task137,P2_16p7_17p5,3526,16.832081,work/public-kernel-outputs/latest_jcoletti_merged91/submission.zip::task137.onnx,zip,task137.onnx,351cf9f60b8ff832cd8914dccb19cd2198dbef4445f4401abea12d8485d1f2de,1945,False,,,,,False,NotImplemented: [ONNXRuntimeError] : 9 : NOT_IMPLEMENTED : Could not find an implementation for Max(13) node with name 'safe_name_38'
task055,P2_16p7_17p5,3141,16.947704,work/public-kernel-outputs/latest_lucifer_1101/submission.zip::task055.onnx,zip,task055.onnx,7a84f208eb397b4bbd8ac3c4b57434c246f3dba0be22afaa74d0c1b113cd9e93,1017,True,1856,17.473821086653853,-1285,0.5261170866538514,False,
task055,P2_16p7_17p5,3141,16.947704,work/beicicc-6233.zip::submission/task055.onnx,zip,submission/task055.onnx,f41d8da12373c5c6df1c1b77a890b6d9b882ac0236fbf4c4edc8292551a1f830,17394,False,,,,,False,ValueError: official scorer rejected model
task055,P2_16p7_17p5,3141,16.947704,work/public-datasets/jvlegend_v136/task055.onnx,file,,d1db66147c9391e00e3dbe267579a44bedbc796375c4f1139d813d5e72597cbc,20952,False,,,,,False,JSONDecodeError: Expecting value: line 1 column 1 (char 0)
task055,P2_16p7_17p5,3141,16.947704,work/onnxsim-optimizations/task055.onnx,file,,430e19e8ea1f397cde323f8fded4e6a63f3bf696c254332cd66fffcd9ed69969,20195,False,,,,,False,FileNotFoundError: [Errno 2] No such file or directory: '/var/folders/tg/xfgjm71j7lg0z169dw9zz4t40000gn/T/ng_055_2026-07-09_20-59-53.json'
